time,user_id,action_type,client_platform
2022-06-15 20:32:47,267,call,android
2022-06-15 18:25:37,228,call,web
2022-06-15 16:41:59,946,start_video,ios
2022-06-15 07:44:42,829,call,ios
2022-06-15 12:14:16,463,create_post,ios
2022-06-15 08:07:02,517,create_post,ios
2022-06-15 13:01:27,438,call,web
2022-06-15 08:42:15,160,call,web
2022-06-15 10:33:17,985,call,ios
2022-06-15 07:18:10,519,start_video,ios
2022-06-15 10:55:59,555,create_post,android
2022-06-15 23:53:17,511,send_msg,ios
2022-06-15 11:28:28,388,send_msg,ios
2022-06-15 10:24:21,869,create_post,ios
2022-06-15 16:43:48,527,create_post,web
2022-06-15 13:04:50,688,start_video,ios
2022-06-15 15:23:26,678,send_msg,web
2022-06-15 12:31:53,328,create_post,ios
2022-06-15 17:20:28,285,send_msg,web
2022-06-15 12:38:05,574,start_video,android
2022-06-15 14:51:54,203,send_msg,web
2022-06-15 08:43:54,253,send_msg,web
2022-06-15 12:17:30,530,create_post,android
2022-06-15 08:01:15,266,send_msg,web
2022-06-15 12:49:10,492,call,android
2022-06-15 22:52:14,187,call,web
2022-06-15 07:50:44,374,call,android
2022-06-15 13:30:09,714,start_video,web
2022-06-15 08:59:53,956,start_video,web
2022-06-15 09:01:36,209,create_post,web
2022-06-15 11:16:05,813,create_post,ios
2022-06-15 10:37:51,969,call,android
2022-06-15 22:07:57,868,start_video,ios
2022-06-15 06:49:21,470,create_post,web
2022-06-15 22:06:59,65,call,android
2022-06-15 02:35:41,285,call,web
2022-06-15 11:22:55,223,call,android
2022-06-15 08:03:42,728,call,web
2022-06-15 15:08:24,564,send_msg,android
2022-06-15 19:18:28,94,start_video,android
2022-06-15 14:58:49,612,start_video,web
2022-06-15 21:46:16,266,start_video,ios
2022-06-15 23:42:04,347,send_msg,web
2022-06-15 00:03:55,397,start_video,android
2022-06-15 00:33:18,76,create_post,web
2022-06-15 16:15:35,154,send_msg,android
2022-06-15 14:17:35,816,send_msg,ios
2022-06-15 13:10:12,804,start_video,android
2022-06-15 21:08:49,218,start_video,web
2022-06-15 12:12:19,892,call,android
2022-06-15 17:05:20,154,call,android
2022-06-15 10:41:50,653,call,ios
2022-06-15 14:12:18,268,create_post,web
2022-06-15 23:27:24,400,create_post,web
2022-06-15 16:01:36,475,call,android
2022-06-15 20:19:07,570,start_video,android
2022-06-15 19:44:14,158,create_post,android
2022-06-15 16:33:09,864,call,android
2022-06-15 15:12:11,180,call,ios
2022-06-15 20:27:17,126,start_video,web
2022-06-15 01:22:51,225,send_msg,android
2022-06-15 13:43:10,933,create_post,web
2022-06-15 17:12:28,979,call,web
2022-06-15 10:00:22,395,send_msg,web
2022-06-15 18:15:59,452,create_post,ios
2022-06-15 08:59:14,956,send_msg,android
2022-06-16 11:42:24,267,call,android
2022-06-16 03:20:28,45,send_msg,android
2022-06-16 17:00:41,677,call,ios
2022-06-16 16:02:25,38,create_post,ios
2022-06-16 14:27:34,129,start_video,android
2022-06-16 09:48:53,925,send_msg,android
2022-06-16 15:14:43,252,start_video,android
2022-06-16 08:03:32,870,call,web
2022-06-16 22:28:27,116,create_post,android
2022-06-16 21:23:04,557,call,ios
2022-06-16 12:42:12,137,start_video,android
2022-06-16 12:50:33,582,call,ios
2022-06-16 20:41:34,762,create_post,ios
2022-06-16 07:28:36,375,call,web
2022-06-16 13:17:25,12,call,android
2022-06-16 16:13:42,169,create_post,web
2022-06-16 14:56:38,130,create_post,ios
2022-06-16 17:34:24,672,send_msg,web
2022-06-16 13:24:06,317,start_video,android
2022-06-16 21:21:52,480,create_post,ios
2022-06-16 20:14:57,305,call,android
2022-06-16 02:25:01,354,call,android
2022-06-16 15:39:00,220,start_video,android
2022-06-16 08:51:14,267,call,ios
2022-06-16 03:51:24,271,send_msg,android
2022-06-16 11:42:52,798,call,android
2022-06-16 00:01:34,110,call,ios
2022-06-16 14:35:43,845,start_video,ios
2022-06-16 12:11:07,267,create_post,ios
2022-06-16 07:58:17,44,create_post,android
2022-06-16 01:08:27,988,create_post,android
2022-06-16 12:08:30,192,start_video,android
2022-06-16 11:08:58,297,create_post,web
2022-06-16 02:23:40,163,start_video,android
2022-06-16 11:25:27,428,call,ios
2022-06-16 09:37:42,126,start_video,web
2022-06-16 19:01:59,544,send_msg,web
2022-06-16 13:20:08,893,create_post,android
2022-06-16 11:11:29,605,start_video,web
2022-06-16 08:23:39,832,send_msg,ios
2022-06-16 21:03:08,416,start_video,android
2022-06-16 09:44:01,21,create_post,ios
2022-06-16 11:40:15,975,start_video,web
2022-06-16 18:21:27,406,create_post,android
2022-06-16 17:20:17,161,send_msg,ios
2022-06-16 14:03:08,405,send_msg,ios
2022-06-16 10:01:23,675,start_video,web
2022-06-16 10:29:41,133,create_post,android
2022-06-16 14:07:37,516,start_video,android
2022-06-16 16:43:27,515,call,web
2022-06-16 20:45:06,650,create_post,web
2022-06-16 14:32:44,572,send_msg,android
2022-06-16 18:54:42,369,create_post,android
2022-06-16 16:18:14,607,start_video,web
2022-06-16 23:01:02,245,send_msg,ios
2022-06-16 14:18:46,566,call,ios
2022-06-16 00:01:58,309,start_video,ios
2022-06-16 18:23:54,692,call,android
2022-06-16 08:08:51,763,call,web
2022-06-16 15:19:08,663,send_msg,android
2022-06-16 11:12:54,145,start_video,web
2022-06-16 23:16:20,228,create_post,android
2022-06-16 22:35:18,297,start_video,web
2022-06-16 09:23:56,474,create_post,android
2022-06-16 12:14:50,559,call,android
2022-06-16 09:30:54,148,create_post,android
2022-06-16 15:01:30,117,start_video,android
2022-06-16 15:35:08,83,create_post,ios
2022-06-16 15:38:27,811,send_msg,web
2022-06-16 15:40:14,136,send_msg,ios
2022-06-16 19:24:40,508,call,web
2022-06-16 08:59:55,670,call,ios
2022-06-16 15:25:03,576,call,web
2022-06-16 16:15:57,107,start_video,android
2022-06-16 22:53:57,542,start_video,web
2022-06-16 20:35:26,105,call,web
2022-06-16 10:35:05,335,start_video,android
2022-06-16 09:50:49,29,start_video,ios
2022-06-16 18:46:31,449,create_post,ios
2022-06-16 14:16:09,784,start_video,web
2022-06-16 17:40:59,960,send_msg,android
2022-06-16 10:35:05,747,call,ios
2022-06-16 01:04:32,153,send_msg,web
2022-06-16 07:04:50,839,call,web
2022-06-16 22:50:59,760,call,ios
2022-06-16 19:03:18,730,send_msg,ios
2022-06-16 19:16:10,695,send_msg,android
2022-06-16 16:49:57,419,create_post,web
2022-06-16 11:01:56,365,create_post,android
2022-06-16 00:31:41,223,start_video,web
2022-06-16 10:34:23,462,send_msg,web
2022-06-16 07:52:42,913,send_msg,web
2022-06-16 07:16:39,932,create_post,web
2022-06-16 01:25:42,958,call,ios
2022-06-16 08:15:24,726,send_msg,web
2022-06-16 15:03:36,990,start_video,android
2022-06-16 14:32:58,654,start_video,ios
2022-06-16 16:18:58,391,create_post,web
2022-06-16 00:20:04,334,create_post,ios
2022-06-16 16:29:07,224,start_video,web
2022-06-16 00:49:41,98,send_msg,ios
2022-06-16 05:47:59,701,call,ios
2022-06-16 17:47:07,776,call,ios
2022-06-16 22:26:06,283,start_video,web
2022-06-17 07:17:33,778,start_video,android
2022-06-17 07:41:42,690,send_msg,android
2022-06-17 20:27:29,398,call,ios
2022-06-17 12:09:52,308,call,android
2022-06-17 00:11:39,29,create_post,web
2022-06-17 17:18:29,143,start_video,ios
2022-06-17 10:50:40,584,call,ios
2022-06-17 22:12:02,565,start_video,ios
2022-06-17 15:42:51,202,start_video,ios
2022-06-17 09:56:50,666,start_video,ios
2022-06-17 17:33:38,895,create_post,android
2022-06-17 11:38:54,209,start_video,ios
2022-06-17 12:23:06,459,start_video,ios
2022-06-17 18:52:17,301,start_video,web
2022-06-17 18:03:15,836,send_msg,ios
2022-06-17 18:56:57,914,create_post,web
2022-06-17 10:53:34,144,start_video,ios
2022-06-17 16:07:10,388,create_post,ios
2022-06-17 14:27:04,530,start_video,web
2022-06-17 14:49:26,419,send_msg,ios
2022-06-17 13:43:31,875,call,android
2022-06-17 10:36:27,863,create_post,ios
2022-06-17 14:12:27,819,call,ios
2022-06-17 19:44:07,104,call,ios
2022-06-17 17:54:24,556,call,android
2022-06-17 00:04:37,340,call,android
2022-06-17 08:15:40,858,send_msg,web
2022-06-17 12:33:12,287,start_video,ios
2022-06-17 23:30:31,260,start_video,web
2022-06-17 15:12:00,572,send_msg,web
2022-06-17 20:45:38,761,start_video,ios
2022-06-17 11:43:17,967,create_post,android
2022-06-17 14:25:50,930,send_msg,web
2022-06-17 12:15:45,154,send_msg,android
2022-06-17 21:31:16,455,create_post,web
2022-06-17 04:06:10,289,create_post,web
2022-06-17 04:58:54,457,create_post,web
2022-06-17 20:34:01,211,create_post,android
2022-06-17 08:55:37,721,start_video,ios
2022-06-17 00:15:21,490,call,web
2022-06-17 07:27:57,490,send_msg,ios
2022-06-17 20:04:52,934,call,android
2022-06-17 21:02:27,375,start_video,android
2022-06-17 07:06:17,360,create_post,ios
2022-06-17 18:37:23,359,send_msg,ios
2022-06-17 10:24:39,364,call,ios
2022-06-17 11:12:38,740,call,web
2022-06-17 22:33:45,451,create_post,ios
2022-06-17 14:29:02,664,create_post,ios
2022-06-17 09:20:25,827,start_video,android
2022-06-17 22:55:30,848,send_msg,android
2022-06-17 21:53:34,753,call,ios
2022-06-17 10:04:46,494,start_video,web
2022-06-17 20:04:21,343,create_post,android
2022-06-17 11:08:48,117,create_post,ios
2022-06-17 08:54:29,162,send_msg,ios
2022-06-17 08:56:28,310,send_msg,android
2022-06-17 11:37:59,706,call,android
2022-06-17 18:37:44,240,start_video,android
2022-06-17 19:49:30,673,send_msg,ios
2022-06-17 03:17:05,12,create_post,ios
2022-06-17 11:04:17,118,call,android
2022-06-17 08:38:56,649,send_msg,ios
2022-06-17 11:59:13,557,send_msg,android
2022-06-17 20:51:46,717,call,android
2022-06-17 16:04:34,301,send_msg,android
2022-06-17 11:46:24,38,call,web
2022-06-17 19:05:16,739,start_video,web
2022-06-17 10:02:30,138,create_post,android
2022-06-17 12:18:27,268,start_video,android
2022-06-17 21:36:49,283,start_video,ios
2022-06-17 14:46:33,845,call,android
2022-06-17 12:07:49,826,send_msg,web
2022-06-17 15:24:21,469,send_msg,ios
2022-06-17 14:14:01,814,create_post,web
2022-06-17 20:53:25,633,send_msg,ios
2022-06-17 13:17:25,678,create_post,ios
2022-06-17 05:48:21,741,call,ios
2022-06-17 10:51:34,59,send_msg,ios
2022-06-17 11:35:05,710,send_msg,web
2022-06-17 13:07:47,132,create_post,web
2022-06-17 09:40:39,750,call,web
2022-06-17 18:14:45,150,call,web
2022-06-17 16:42:05,654,create_post,android
2022-06-17 11:58:10,169,call,android
2022-06-17 18:14:17,908,create_post,android
2022-06-17 10:56:24,662,call,ios
2022-06-17 00:03:35,32,start_video,web
2022-06-17 06:38:45,962,start_video,web
2022-06-17 07:23:53,725,create_post,ios
2022-06-17 07:27:08,214,send_msg,web
2022-06-17 18:07:02,215,create_post,android
2022-06-17 16:19:06,423,create_post,ios
2022-06-17 12:46:40,865,start_video,android
2022-06-17 11:24:33,319,send_msg,ios
2022-06-17 02:07:28,767,call,web
2022-06-17 17:43:40,645,send_msg,web
2022-06-18 11:48:54,951,call,ios
2022-06-18 00:24:52,268,start_video,ios
2022-06-18 01:16:30,20,call,ios
2022-06-18 13:35:14,774,send_msg,android
2022-06-18 09:12:56,897,call,web
2022-06-18 08:06:05,354,send_msg,ios
2022-06-18 13:09:53,947,create_post,web
2022-06-18 12:00:52,677,send_msg,web
2022-06-18 15:58:36,450,send_msg,android
2022-06-18 16:59:33,844,send_msg,web
2022-06-18 11:18:53,434,send_msg,web
2022-06-18 09:39:48,171,send_msg,android
2022-06-18 08:13:53,64,start_video,web
2022-06-18 13:14:39,715,send_msg,ios
2022-06-18 16:16:10,829,start_video,android
2022-06-18 13:09:44,329,create_post,web
2022-06-18 11:18:05,461,create_post,web
2022-06-18 08:16:33,501,call,android
2022-06-18 21:59:22,101,send_msg,ios
2022-06-18 14:05:42,944,start_video,web
2022-06-18 12:20:08,182,start_video,web
2022-06-18 23:18:14,594,call,android
2022-06-18 17:37:45,654,create_post,ios
2022-06-18 11:37:27,932,create_post,ios
2022-06-18 13:39:30,726,call,ios
2022-06-18 00:05:04,922,call,web
2022-06-18 13:23:34,38,start_video,ios
2022-06-18 14:11:43,225,create_post,web
2022-06-18 19:15:48,126,send_msg,ios
2022-06-18 13:05:20,243,send_msg,android
2022-06-18 00:36:51,714,create_post,android
2022-06-18 00:26:42,790,send_msg,ios
2022-06-18 18:07:56,814,start_video,web
2022-06-18 08:22:03,622,create_post,android
2022-06-18 03:01:06,527,create_post,android
2022-06-18 19:12:43,656,send_msg,ios
2022-06-18 14:01:03,548,send_msg,ios
2022-06-18 03:46:43,529,create_post,android
2022-06-18 01:24:46,875,send_msg,android
2022-06-18 08:59:56,493,call,web
2022-06-18 17:40:11,165,call,ios
2022-06-18 15:24:07,411,call,web
2022-06-18 17:37:32,159,start_video,android
2022-06-18 05:03:01,827,create_post,android
2022-06-18 09:38:16,699,send_msg,android
2022-06-18 07:20:47,132,start_video,ios
2022-06-18 14:32:03,690,send_msg,web
2022-06-18 17:02:20,546,start_video,ios
2022-06-18 02:27:23,170,start_video,web
2022-06-18 05:41:07,755,call,ios
2022-06-18 00:59:44,568,send_msg,ios
2022-06-18 21:38:09,772,create_post,ios
2022-06-18 00:28:20,10,start_video,android
2022-06-18 23:30:46,70,send_msg,ios
2022-06-18 11:34:55,314,send_msg,web
2022-06-18 18:59:34,767,create_post,android
2022-06-18 19:12:30,459,start_video,ios
2022-06-18 15:49:42,347,create_post,web
2022-06-18 10:00:17,263,create_post,ios
2022-06-18 23:17:28,656,start_video,ios
2022-06-18 21:29:05,107,call,android
2022-06-18 11:35:38,577,start_video,android
2022-06-18 13:15:34,475,send_msg,web
2022-06-18 18:47:09,774,start_video,web
2022-06-18 21:48:19,64,start_video,ios
2022-06-18 09:19:06,149,create_post,ios
2022-06-18 18:04:29,465,call,web
2022-06-18 04:43:54,597,send_msg,web
2022-06-18 13:38:13,159,send_msg,ios
2022-06-18 15:35:13,336,create_post,web
2022-06-18 22:03:49,77,call,ios
2022-06-18 16:17:39,983,create_post,ios
2022-06-18 17:41:47,387,call,ios
2022-06-18 01:14:53,644,call,android
2022-06-18 13:45:10,57,start_video,ios
2022-06-18 09:05:12,184,create_post,web
2022-06-19 09:29:09,432,start_video,web
2022-06-19 12:06:37,494,start_video,web
2022-06-19 15:57:02,36,create_post,web
2022-06-19 15:13:54,225,send_msg,android
2022-06-19 14:34:50,307,start_video,android
2022-06-19 20:20:15,738,call,web
2022-06-19 18:07:34,144,create_post,android
2022-06-19 09:41:09,806,start_video,ios
2022-06-19 19:37:41,176,start_video,web
2022-06-19 09:02:08,264,send_msg,ios
2022-06-19 07:34:32,341,send_msg,web
2022-06-19 07:34:51,320,call,ios
2022-06-19 01:10:31,522,call,web
2022-06-19 15:39:41,137,start_video,android
2022-06-19 06:51:12,773,call,ios
2022-06-19 06:52:45,130,call,ios
2022-06-19 00:39:49,10,create_post,web
2022-06-19 21:15:31,226,create_post,web
2022-06-19 05:01:29,226,call,android
2022-06-19 17:21:39,233,call,web
2022-06-19 16:20:57,249,create_post,android
2022-06-19 20:51:31,648,create_post,web
2022-06-19 16:28:29,640,create_post,ios
2022-06-19 01:15:59,204,send_msg,web
2022-06-19 17:21:09,848,create_post,web
2022-06-19 15:01:36,245,create_post,ios
2022-06-19 10:27:00,768,send_msg,web
2022-06-19 17:04:16,224,call,ios
2022-06-19 01:10:27,365,send_msg,android
2022-06-19 01:36:31,938,send_msg,web
2022-06-19 20:39:14,245,send_msg,web
2022-06-19 18:41:43,939,send_msg,web
2022-06-19 13:55:53,648,start_video,android
2022-06-19 09:22:13,776,start_video,web
2022-06-19 17:09:20,933,send_msg,web
2022-06-19 18:59:03,856,start_video,ios
2022-06-19 11:56:45,529,send_msg,ios
2022-06-19 23:27:44,155,start_video,web
2022-06-19 08:53:34,852,create_post,android
2022-06-19 09:47:51,428,call,ios
2022-06-19 10:18:05,273,start_video,ios
2022-06-19 15:08:14,345,call,android
2022-06-19 11:42:14,357,create_post,android
2022-06-19 01:19:37,593,call,ios
2022-06-19 13:32:43,690,send_msg,android
2022-06-19 09:46:56,388,create_post,web
2022-06-19 14:57:42,728,create_post,web
2022-06-19 17:11:22,930,send_msg,android
2022-06-19 12:32:01,673,send_msg,web
2022-06-19 13:00:01,426,create_post,android
2022-06-19 21:14:37,978,start_video,web
2022-06-19 13:07:57,433,create_post,web
2022-06-19 14:46:01,225,send_msg,android
2022-06-19 15:26:25,853,call,ios
2022-06-19 19:46:08,753,send_msg,web
2022-06-19 11:46:45,266,start_video,android
2022-06-19 20:00:55,322,call,android
2022-06-19 10:41:57,55,create_post,ios
2022-06-19 18:36:51,838,start_video,ios
2022-06-19 08:26:41,575,start_video,ios
2022-06-19 13:03:47,624,send_msg,ios
2022-06-19 14:21:30,298,call,ios
2022-06-19 16:35:20,13,send_msg,ios
2022-06-19 16:32:23,311,create_post,ios
2022-06-19 22:49:53,604,call,android
2022-06-19 09:28:25,894,send_msg,web
2022-06-19 10:27:45,15,call,ios
2022-06-19 16:43:52,12,create_post,web
2022-06-19 20:04:42,758,call,android
2022-06-19 00:36:19,186,start_video,ios
2022-06-19 00:22:26,586,send_msg,web
2022-06-19 22:54:43,863,call,web
2022-06-19 12:13:27,668,create_post,ios
2022-06-19 09:58:10,357,create_post,web
2022-06-19 05:10:05,843,send_msg,android
2022-06-19 17:51:34,970,start_video,ios
2022-06-19 22:26:12,735,send_msg,android
2022-06-19 13:58:10,726,send_msg,web
2022-06-19 20:52:22,723,call,ios
2022-06-19 20:22:14,359,send_msg,android
2022-06-19 06:59:27,386,call,android
2022-06-19 21:02:06,424,send_msg,web
2022-06-19 09:05:19,483,start_video,web
2022-06-19 00:04:00,858,send_msg,ios
2022-06-19 14:51:16,109,start_video,web
2022-06-19 10:34:05,450,start_video,android
2022-06-19 19:23:19,834,call,web
2022-06-19 02:51:51,828,call,android
2022-06-19 17:41:54,784,call,ios
2022-06-19 07:21:25,369,send_msg,android
2022-06-19 23:32:07,2,create_post,ios
2022-06-19 21:24:25,517,call,ios
2022-06-20 06:13:02,585,create_post,web
2022-06-20 23:36:06,110,send_msg,web
2022-06-20 09:14:00,982,call,ios
2022-06-20 22:37:41,438,create_post,web
2022-06-20 10:16:45,100,create_post,android
2022-06-20 12:57:46,14,call,web
2022-06-20 18:09:30,491,send_msg,ios
2022-06-20 09:35:26,45,send_msg,ios
2022-06-20 08:06:42,54,call,android
2022-06-20 10:05:36,888,start_video,ios
2022-06-20 06:23:00,596,start_video,ios
2022-06-20 14:36:25,578,create_post,ios
2022-06-20 09:48:17,574,call,android
2022-06-20 07:55:01,98,call,web
2022-06-20 20:43:45,806,start_video,android
2022-06-20 07:57:39,870,send_msg,ios
2022-06-20 13:37:55,360,start_video,web
2022-06-20 18:41:52,102,call,web
2022-06-20 00:16:05,975,call,web
2022-06-20 20:25:14,460,send_msg,web
2022-06-20 10:47:04,950,call,ios
2022-06-20 05:47:33,493,send_msg,android
2022-06-20 09:44:00,86,create_post,ios
2022-06-20 07:23:40,144,start_video,web
2022-06-20 08:47:12,545,start_video,ios
2022-06-20 08:48:33,103,create_post,ios
2022-06-20 20:22:25,947,create_post,ios
2022-06-20 11:58:12,354,create_post,android
2022-06-20 22:25:51,297,create_post,ios
2022-06-20 15:40:54,805,create_post,web
2022-06-20 16:33:24,874,call,android
2022-06-20 20:23:00,477,send_msg,android
2022-06-20 06:32:30,232,create_post,web
2022-06-20 20:22:05,377,send_msg,web
2022-06-20 22:16:40,968,create_post,android
2022-06-20 22:10:33,807,start_video,ios
2022-06-20 00:17:39,511,call,web
2022-06-20 15:48:43,143,call,web
2022-06-20 10:36:00,896,start_video,web
2022-06-20 11:37:47,673,start_video,web
2022-06-20 07:21:32,888,start_video,ios
2022-06-20 16:11:21,58,start_video,web
2022-06-20 10:54:03,307,create_post,android
2022-06-20 12:25:14,873,call,android
2022-06-20 11:03:47,799,start_video,android
2022-06-20 13:17:58,680,call,web
2022-06-20 08:52:26,596,send_msg,web
2022-06-20 11:19:17,178,create_post,ios
2022-06-20 13:56:47,501,call,ios
2022-06-20 00:03:42,445,call,android
2022-06-20 16:21:22,624,start_video,android
2022-06-20 12:12:51,525,start_video,ios
2022-06-20 11:43:04,600,send_msg,web
2022-06-20 08:08:13,265,create_post,android
2022-06-20 17:41:34,848,create_post,android
2022-06-20 10:25:19,80,start_video,web
2022-06-20 13:18:50,124,create_post,web
2022-06-20 16:37:15,665,send_msg,web
2022-06-20 10:12:59,925,start_video,android
2022-06-20 02:30:18,549,call,android
2022-06-20 11:54:27,834,start_video,android
2022-06-20 10:10:14,535,call,android
2022-06-20 16:11:26,295,create_post,web
2022-06-20 15:53:18,621,start_video,web
2022-06-20 23:24:50,925,create_post,web
2022-06-20 04:46:31,463,create_post,web
2022-06-20 13:05:19,566,start_video,android
2022-06-20 15:03:50,698,send_msg,web
2022-06-20 07:10:09,977,send_msg,web
2022-06-20 07:26:39,193,send_msg,web
2022-06-20 14:36:47,284,start_video,ios
2022-06-20 13:20:34,452,start_video,web
2022-06-20 07:12:25,148,call,ios
2022-06-20 16:31:18,761,create_post,ios
2022-06-20 08:09:03,745,start_video,ios
2022-06-20 22:02:53,219,create_post,web
2022-06-20 16:08:22,754,call,web
2022-06-20 21:28:16,380,start_video,ios
2022-06-20 14:15:07,152,send_msg,android
2022-06-20 14:55:59,863,create_post,android
2022-06-21 15:12:07,737,send_msg,web
2022-06-21 22:38:52,422,create_post,android
2022-06-21 18:07:44,567,send_msg,android
2022-06-21 05:18:40,538,send_msg,ios
2022-06-21 23:10:01,16,start_video,android
2022-06-21 12:01:56,894,send_msg,android
2022-06-21 16:07:13,585,start_video,android
2022-06-21 09:29:58,312,send_msg,android
2022-06-21 02:09:30,620,send_msg,web
2022-06-21 20:11:59,866,call,ios
2022-06-21 09:12:46,466,start_video,ios
2022-06-21 11:06:00,316,call,ios
2022-06-21 17:18:02,311,start_video,ios
2022-06-21 17:24:09,766,send_msg,android
2022-06-21 18:16:06,177,call,web
2022-06-21 03:10:31,15,start_video,android
2022-06-21 07:56:05,374,call,android
2022-06-21 18:41:14,627,start_video,web
2022-06-21 21:31:58,972,send_msg,ios
2022-06-21 21:32:44,114,create_post,android
2022-06-21 19:28:29,47,send_msg,ios
2022-06-21 17:31:24,963,send_msg,android
2022-06-21 08:48:11,919,create_post,ios
2022-06-21 12:10:54,189,call,android
2022-06-21 11:38:46,794,send_msg,ios
2022-06-21 17:15:58,737,send_msg,web
2022-06-21 12:28:41,485,call,android
2022-06-21 21:20:18,782,start_video,web
2022-06-21 23:54:21,481,send_msg,web
2022-06-21 09:27:52,84,create_post,android
2022-06-21 09:27:47,100,start_video,ios
2022-06-21 07:11:09,727,create_post,ios
2022-06-21 22:24:06,758,call,ios
2022-06-21 12:38:26,686,start_video,ios
2022-06-21 08:48:56,843,create_post,ios
2022-06-21 09:54:37,203,start_video,web
2022-06-21 10:51:27,558,create_post,web
2022-06-21 07:38:48,346,send_msg,ios
2022-06-21 23:59:08,442,start_video,android
2022-06-21 20:04:25,389,send_msg,android
2022-06-21 08:10:59,271,call,android
2022-06-21 15:32:50,275,create_post,android
2022-06-21 15:33:19,101,create_post,web
2022-06-21 18:09:07,927,send_msg,web
2022-06-21 19:07:47,393,call,ios
2022-06-21 19:48:10,18,start_video,ios
2022-06-21 12:40:23,891,send_msg,ios
2022-06-21 06:58:25,574,send_msg,web
2022-06-21 13:47:09,690,send_msg,web
2022-06-21 16:44:40,2,create_post,ios
2022-06-21 13:54:12,888,start_video,ios
2022-06-21 13:06:46,243,create_post,android
2022-06-21 21:18:50,544,start_video,android
2022-06-21 11:40:35,691,create_post,web
2022-06-21 21:23:21,118,call,android
2022-06-21 14:04:47,310,send_msg,ios
2022-06-21 09:07:58,628,call,android
2022-06-21 09:09:41,616,create_post,ios
2022-06-21 10:48:12,968,create_post,ios
2022-06-21 00:17:04,359,call,web
2022-06-21 15:15:00,494,call,ios
2022-06-21 12:01:12,780,send_msg,android
2022-06-21 14:10:07,31,create_post,android
2022-06-21 12:30:10,814,send_msg,web
2022-06-21 23:08:52,748,call,web
2022-06-21 15:29:37,981,send_msg,ios
2022-06-21 17:00:11,916,create_post,ios
2022-06-21 17:36:46,5,send_msg,android
2022-06-21 14:54:23,246,create_post,web
2022-06-21 20:27:40,182,send_msg,web
2022-06-21 11:30:07,674,start_video,ios
2022-06-21 04:14:04,599,call,web
2022-06-21 14:43:48,660,start_video,ios
2022-06-21 01:48:03,281,call,android
2022-06-21 20:11:10,276,call,ios
2022-06-21 11:07:38,87,call,web
2022-06-21 18:32:37,458,create_post,ios
2022-06-21 13:56:27,159,start_video,ios
2022-06-21 17:49:08,696,create_post,android
2022-06-21 18:23:58,580,send_msg,ios
2022-06-21 18:29:05,329,call,android
2022-06-21 14:14:39,673,send_msg,ios
2022-06-21 09:14:25,477,call,android
2022-06-21 14:25:35,982,start_video,ios
2022-06-21 00:53:06,62,call,android
2022-06-21 11:41:38,951,start_video,web
2022-06-21 18:37:10,880,create_post,ios
2022-06-21 14:22:58,862,call,web
2022-06-21 15:23:07,636,create_post,ios
2022-06-21 00:09:09,723,start_video,web
2022-06-21 10:56:39,726,send_msg,web
2022-06-21 23:23:35,251,send_msg,android
2022-06-21 07:58:42,4,start_video,ios
2022-06-21 01:42:27,428,create_post,android
2022-06-21 13:00:56,256,call,web
2022-06-21 17:23:19,273,send_msg,ios
2022-06-21 05:59:14,459,start_video,ios
2022-06-21 20:11:16,24,call,ios
2022-06-21 08:58:35,364,create_post,android
2022-06-21 20:52:39,338,start_video,android
2022-06-21 13:02:12,697,send_msg,ios
2022-06-21 16:25:04,239,call,ios
2022-06-21 00:54:50,427,call,web
2022-06-21 00:42:16,128,create_post,ios
2022-06-21 21:08:19,893,start_video,android
2022-06-21 17:16:20,611,send_msg,ios
2022-06-21 11:03:06,180,create_post,android
2022-06-21 10:45:48,48,call,android
2022-06-21 10:52:00,38,create_post,web
2022-06-21 00:43:22,594,call,ios
2022-06-21 18:59:52,38,create_post,android
2022-06-21 17:36:43,407,start_video,ios
2022-06-21 15:12:04,863,call,android
2022-06-21 20:30:35,12,start_video,ios
2022-06-21 18:29:43,45,start_video,ios
2022-06-22 23:46:47,124,start_video,web
2022-06-22 22:10:07,874,create_post,android
2022-06-22 13:43:41,657,start_video,web
2022-06-22 19:23:17,109,create_post,ios
2022-06-22 19:39:19,647,send_msg,ios
2022-06-22 08:01:57,458,call,ios
2022-06-22 13:48:51,688,send_msg,android
2022-06-22 07:27:18,45,create_post,android
2022-06-22 19:38:08,205,send_msg,web
2022-06-22 14:23:57,155,send_msg,android
2022-06-22 07:13:05,179,call,web
2022-06-22 08:42:09,759,create_post,web
2022-06-22 08:33:44,305,send_msg,ios
2022-06-22 08:44:59,336,send_msg,android
2022-06-22 18:58:32,603,send_msg,android
2022-06-22 18:14:04,150,start_video,web
2022-06-22 20:44:56,837,create_post,ios
2022-06-22 17:44:37,54,call,android
2022-06-22 22:02:01,623,send_msg,android
2022-06-22 15:40:20,6,start_video,android
2022-06-22 17:49:39,915,send_msg,android
2022-06-22 10:41:25,591,call,web
2022-06-22 02:52:38,172,call,web
2022-06-22 09:02:07,902,start_video,android
2022-06-22 14:06:38,330,call,android
2022-06-22 10:57:57,697,call,android
2022-06-22 11:25:37,599,send_msg,web
2022-06-22 15:44:38,335,send_msg,android
2022-06-22 21:27:24,324,send_msg,ios
2022-06-22 14:26:05,672,create_post,android
2022-06-22 03:41:06,329,start_video,android
2022-06-22 08:37:08,989,start_video,ios
2022-06-22 00:08:56,786,call,web
